"","paddy.slevel","paddy.temp","paddy.ph","paddy.season","paddy.humidity","paddy.variation","paddy.yield"
"2479",2039,22.2,6.7,0,62,1,768.023136133949
"2480",2330,25.5,4,0,68,1,850.281188105388
"2481",748,22.2,9,1,89,5,613.885502816023
"2482",1873,34.9,5.6,0,94,5,738.444567463982
"2483",1553,24.9,6,0,71,5,665.677803987637
"2484",1134,32.5,4.9,0,79,1,923.805275865986
"2485",1537,21.2,8.7,0,90,1,870.538581713724
"2486",522,39.8,6.3,0,61,5,816.272505527983
"2487",738,28.8,3.1,0,84,5,745.99349895337
"2488",2176,15.7,4,0,83,5,796.360877392969
"2489",91,19.8,6.5,0,65,1,827.128599929468
"2490",320,20,5,1,85,1,630.300984477314
"2491",273,28.5,8.6,0,66,5,557.506591004009
"2492",384,23.1,7.8,0,60,5,817.593135001759
"2493",1785,30.5,4.9,1,89,5,674.300880318818
"2494",185,18.8,3.5,0,82,1,708.900517233027
"2495",554,36,6.4,0,64,1,885.135467261231
"2496",1404,39.6,7.9,0,85,5,728.383901404838
"2497",2044,15.5,5.1,0,73,5,708.903767009421
"2498",1827,23.1,6.6,1,80,5,565.61353446062
"2499",195,15.1,3.5,0,63,1,680.661978172914
"2500",939,35,6.9,0,78,1,809.622227322931
"2501",1797,15.7,3,0,83,5,636.437003993584
"2502",2003,30.1,8.7,0,65,5,689.390958892182
"2503",239,30.1,7.4,0,64,5,726.143229209507
"2504",229,18.1,4.1,1,63,1,641.270579754685
"2505",152,15.7,4.3,0,74,1,689.260088873561
"2506",2043,39.6,7.6,0,80,5,755.56079352585
"2507",381,26.5,4.2,1,82,5,571.812705955623
"2508",2180,16.1,6.3,0,81,5,759.424439029923
"2509",579,25.4,4.2,1,89,1,748.849303325793
"2510",277,15.4,3.6,0,66,1,600.567549610666
"2511",854,22.7,8.9,0,92,5,716.336170677096
"2512",972,38.8,6.9,1,61,5,513.946238509379
"2513",2487,26.3,6.6,0,78,5,683.129152997086
"2514",1450,37.7,4.8,0,75,1,942.237781923419
"2515",486,24.8,3.3,0,61,1,762.653798776834
"2516",1741,32.5,5.5,0,70,5,857.398878356131
"2517",83,34.2,4.5,1,73,5,531.395424207828
"2518",2463,26.1,4,0,91,5,740.288528885382
"2519",1757,15.6,5.3,1,91,1,628.015556077783
"2520",682,23.1,4.8,0,68,1,787.300998496357
"2521",1793,29,5.4,0,76,5,840.779270006654
"2522",388,26.5,4,0,70,5,775.429089949466
"2523",240,26,7.4,0,94,5,639.707280384997
"2524",924,20.3,6,0,86,1,916.050518734846
"2525",884,23.9,3.9,1,77,1,701.176133088302
"2526",1436,17.9,6.1,0,67,5,685.244233366878
"2527",2414,38.6,3.3,0,73,5,894.916570559144
"2528",819,35.3,6.5,0,85,5,744.284887316947
"2529",2209,15.7,7.2,1,87,1,641.848909234007
"2530",2333,36,8.1,0,71,1,795.379629735059
"2531",605,34.3,6.6,0,82,5,787.153100431897
"2532",921,33.6,6.8,0,65,5,814.403095864691
"2533",1628,36.6,8.6,0,65,5,622.098932578228
"2534",1196,26.3,7.8,0,68,1,675.846943402818
"2535",232,32.3,7.7,0,89,1,899.021436006296
"2536",109,30.7,3.7,0,60,5,789.608854559871
"2537",692,33.9,6.4,1,64,5,649.039065294589
"2538",2192,17.8,5,1,86,5,453.263576623673
"2539",1941,18.7,8.4,0,60,1,718.046840388949
"2540",289,17.5,4.3,0,73,1,674.112818622962
"2541",1050,19.6,6.4,0,74,5,724.67491493638
"2542",24,17.3,5.7,0,93,5,642.641424081133
"2543",1691,33.8,6.8,1,63,5,667.351612844504
"2544",950,33.9,8.6,0,84,1,942.92851066372
"2545",933,19.1,6.5,0,73,1,725.885738253904
"2546",1236,32,5.5,0,88,5,607.187525299378
"2547",211,37,7.9,0,91,5,668.66058675029
"2548",1389,22.9,8.7,1,62,5,602.571439397676
"2549",498,34.5,3.5,0,90,1,914.249198689746
"2550",1281,24.9,3.8,0,71,1,965.800549124833
"2551",1725,34.7,4,0,93,5,844.443088249924
"2552",2415,33.1,4.5,0,93,5,672.570694323319
"2553",79,35.1,3.9,0,68,5,649.673471378628
"2554",308,26.9,6.3,0,61,1,764.078664511908
"2555",2329,31.8,4.7,0,71,1,905.509087796478
"2556",2119,21.5,4.1,0,80,5,765.436429150092
"2557",1671,37.1,3.9,0,61,5,871.140196438258
"2558",530,24.2,5.1,0,72,5,742.642115886944
"2559",1767,25.8,8.4,0,80,1,764.08069129878
"2560",465,31.4,7.9,1,87,1,700.637310933477
"2561",119,26.5,7.7,0,61,5,532.589350466151
"2562",2215,17,4.2,0,81,5,621.498570090625
"2563",2429,37.6,4.7,0,87,5,698.0839245487
"2564",1953,25.1,6.7,0,88,1,834.369595810616
"2565",2044,31,5.5,1,80,1,649.383744911756
"2566",2326,36.4,5.5,0,94,5,691.519320981267
"2567",2496,25.9,6.3,0,85,5,740.254099317826
"2568",1526,32.8,8.7,0,91,5,733.993589893604
"2569",2109,38.3,7.8,0,69,1,891.732850624248
"2570",415,28.8,8.8,0,72,1,929.070023947861
"2571",687,21.9,3,0,64,5,761.558855379311
"2572",1088,30.8,7.2,0,63,5,759.078475825178
"2573",1979,20.2,6.1,0,67,5,665.089208485248
"2574",1517,34,7.9,0,79,1,715.468705717164
"2575",2456,38.4,8.3,1,68,1,788.689640517502
"2576",1761,37.8,5.1,1,86,5,671.894713549409
"2577",2082,34.2,7.9,0,83,5,835.184984918063
"2578",2398,29.5,8.3,0,78,5,867.088637120711
"2579",2110,22.7,3.7,0,75,1,868.399644452923
"2580",541,21,8.1,0,75,1,764.254007690276
"2581",2080,17.6,6.1,0,83,5,744.90355058806
"2582",1677,36.2,3.1,0,63,5,829.369813917826
"2583",2054,26.8,8.5,0,61,5,741.514067258686
"2584",332,32.2,4.5,0,74,1,983.071343767612
"2585",1617,22.8,7.5,0,66,1,875.436029125315
"2586",1417,15.7,5.6,0,81,5,626.292792765889
"2587",1466,38.6,4.1,0,65,5,780.847172470142
"2588",823,34.2,7.3,0,92,5,771.139053806352
"2589",2408,28.7,4,1,73,1,764.929514145479
"2590",1278,19.5,5.1,0,67,1,720.601775547645
"2591",2478,25.2,6.2,0,61,5,683.640758375016
"2592",2016,37.4,7.3,0,75,5,748.724341702958
"2593",755,30.1,4,0,87,5,678.01613130141
"2594",1036,37.4,5,0,63,1,948.990052806524
"2595",2324,36.2,4.1,1,69,1,689.623899777265
"2596",1606,16.4,3.3,1,82,5,524.176909875435
"2597",2307,33.2,6.5,0,91,5,805.556515674107
"2598",1847,34.2,8.9,0,68,5,673.566066194326
"2599",1356,28.2,5.2,0,93,1,927.078311471269
"2600",178,26.8,7.1,0,87,1,740.803166117985
"2601",2148,31,6.6,0,84,5,748.706155573018
"2602",2298,32.6,8.8,0,71,5,563.317297919033
"2603",1431,22.4,6.3,0,84,5,852.142497400443
"2604",1123,16.7,8.2,0,72,1,880.6369911142
"2605",395,37.8,8.5,0,82,1,973.995724770551
"2606",1400,29.8,4.7,0,90,5,804.392576605702
"2607",177,25.4,5.2,0,78,5,581.471049350997
"2608",838,18.1,3.7,0,71,5,778.440955890498
"2609",16,20,5.7,1,85,1,652.977967064362
"2610",317,36.4,7.9,1,78,1,639.499427374297
"2611",2127,31.5,6.1,0,60,5,860.575212359739
"2612",880,29.8,6.1,0,68,5,724.050181770387
"2613",416,36.1,7.8,0,91,5,689.527451378914
"2614",2306,21.1,8,0,81,1,801.922669428556
"2615",720,34.4,8.7,0,80,1,818.163196470899
"2616",317,20.8,8.3,0,76,5,720.168594069158
"2617",1526,27.9,3.7,0,88,5,647.749839063423
"2618",984,22.1,7.9,0,94,5,779.640616515341
"2619",1159,29,4.8,0,80,1,817.209802401097
"2620",1519,24.8,7.2,0,70,1,895.089473594756
"2621",655,34.6,6.3,0,75,5,652.905683413458
"2622",2060,31.3,6.2,0,79,5,715.344449140442
"2623",1662,17.1,9,0,76,5,497.896514697156
"2624",1942,37.5,7.9,0,60,1,781.470929350083
"2625",2116,16,4.1,1,93,1,695.324678369798
"2626",441,18.6,4.2,0,92,5,671.190993732307
"2627",2065,29.6,3.8,0,89,5,797.439465594167
"2628",2274,28.7,5.9,0,85,5,697.243402572349
"2629",1207,17,8.1,0,79,1,721.632954730497
"2630",2104,25,3.4,0,71,1,982.445293657171
"2631",67,20.3,8.4,1,87,5,550.933997026489
"2632",2221,17.5,8.3,0,63,5,700.463115963309
"2633",2047,38.9,7.3,0,71,5,595.724456718502
"2634",63,34.8,7.2,0,92,1,730.223255356153
"2635",428,25.4,6.4,0,94,1,873.076908302028
"2636",1357,21.6,6.9,0,67,5,605.868911541378
"2637",622,29.3,5.2,0,93,5,749.988066405058
"2638",1703,20.5,6.6,0,79,5,855.761914141476
"2639",2140,23.4,5.5,0,70,1,783.02975075009
"2640",461,39.3,3.1,0,66,1,798.687537390894
"2641",1484,35.6,5.9,0,93,5,682.404362984622
"2642",729,38.9,7.9,0,85,5,712.990733468905
"2643",768,38.8,6.7,0,68,5,812.605229796221
"2644",2113,23.2,4.6,1,77,1,864.92033310545
"2645",1607,15.9,3.7,1,84,1,672.24303172358
"2646",2005,29.1,6.3,1,66,5,582.953698471344
"2647",1494,31.1,5.4,0,76,5,847.522510883088
"2648",1254,25.2,6.8,0,92,5,796.122116750727
"2649",2306,17,3.6,0,88,1,805.469197574227
"2650",2471,16.8,7.9,0,84,1,801.724370720331
"2651",451,35.9,8.5,1,76,5,525.659992099584
"2652",1698,22.9,5.8,0,63,5,735.160658011834
"2653",2028,15.9,7.9,0,90,5,713.128528103698
"2654",616,39.1,6.9,1,78,1,691.133652274342
"2655",1526,17.4,8.7,0,93,1,683.051104878541
"2656",2359,31.7,5.8,0,63,5,852.223156671971
"2657",2348,39,8.6,0,72,5,715.333924170894
"2658",1472,29.4,5.8,0,83,5,787.651413927476
"2659",895,18.4,7.9,0,64,1,835.944052913692
"2660",804,28.5,5.6,0,82,1,881.84627740023
"2661",607,28.3,3.9,0,70,5,639.312570115241
"2662",1468,17.1,8.2,0,88,5,674.960479858176
"2663",1455,28.8,5.3,0,85,5,633.116605808027
"2664",316,27.2,7.2,0,62,1,925.412511030057
"2665",2202,15.1,8.4,0,77,1,818.442440894432
"2666",364,23.7,6.2,1,84,5,615.182120302537
"2667",1039,36.5,7,0,77,5,784.92704363695
"2668",1253,27.8,8.1,0,73,5,824.317724024877
"2669",1883,19.8,4.8,0,66,1,795.810023330463
"2670",1901,36.7,3.2,0,92,1,939.8411277798
"2671",1044,25.2,6,0,91,5,712.696615032231
"2672",1687,35.6,3.5,1,74,5,556.106294303512
"2673",708,28.9,8.1,1,68,5,546.603260476453
"2674",2348,31.2,3.5,1,89,1,705.085118685383
"2675",2072,29.2,7.2,1,76,1,710.718690343977
"2676",2336,31.4,7.4,1,93,5,556.852115760557
"2677",1991,33.2,8.8,0,70,5,615.934502123855
"2678",1507,20.1,8.9,0,76,5,613.002130940246
"2679",798,26.4,3.1,0,80,1,697.247507597785
"2680",412,17.4,7.4,0,70,1,644.272832246497
"2681",1981,29.6,3.1,0,81,5,694.306556019001
"2682",2408,16.6,7.4,0,62,5,604.661937092897
"2683",2258,36.1,7.8,1,86,5,688.567579875235
"2684",1933,19,8.2,0,90,1,772.004276580022
"2685",2470,20.1,8.4,0,80,1,876.905449475938
"2686",2256,28.7,7.7,0,84,5,813.787349918857
"2687",1435,25.1,8.2,0,84,5,866.673131465601
"2688",121,23.9,4.1,0,76,5,766.620102590726
"2689",764,35.4,3.2,0,62,1,894.810034462716
"2690",1430,25.4,5.1,0,93,1,908.025339059532
"2691",1959,29.9,7.5,0,87,5,741.650326767316
"2692",1155,37.4,6.4,0,88,5,735.681805782951
"2693",933,26,4.8,0,88,5,634.286367396514
"2694",341,33.9,3.7,0,87,1,801.246277809454
"2695",524,30.8,3.5,0,76,1,757.971679446443
"2696",970,16.6,4.8,1,91,5,426.494689433215
"2697",203,35.3,5,0,88,5,637.521425456119
"2698",2432,16,4.5,0,80,5,673.807636590209
"2699",2125,39.3,7.4,0,69,1,933.680882091479
"2700",1409,26.9,8.5,0,61,1,770.923904050142
"2701",1945,28.7,3.6,0,72,5,771.948943038782
"2702",2118,33.5,6.1,0,88,5,677.900017720337
"2703",770,30.9,4.4,1,63,5,765.242601189918
"2704",1950,36.2,4.3,0,61,1,953.305163246114
"2705",1251,32.2,4.2,0,80,1,849.986916807635
"2706",2420,27.6,4.9,0,68,5,681.151172379032
"2707",1998,35.8,6.9,0,74,5,836.459835098746
"2708",1321,24,5.5,0,60,5,778.531821980141
"2709",1173,17.5,5.5,0,84,1,759.066912256336
"2710",866,30.3,5.1,1,79,1,733.709826638612
"2711",1670,27.2,6.8,0,89,5,754.946040711366
"2712",1784,37.6,7.1,0,80,5,744.328459406582
"2713",2367,33.6,7.3,0,78,5,617.841668892652
"2714",2105,22.9,4.9,0,64,1,922.852318458414
"2715",1818,33.8,6.6,0,60,1,867.621626262553
"2716",1516,31.4,5.2,0,68,5,652.313146321103
"2717",769,20,7.8,0,90,5,687.633654801175
"2718",301,24.2,7,0,63,5,675.265755597502
"2719",800,37.2,3.1,1,92,1,769.497385811216
"2720",2065,25.5,7.1,1,91,1,652.609056866883
"2721",2138,25.8,3.7,0,62,5,769.211311289109
"2722",355,20.7,6.6,0,89,5,696.546683538084
"2723",1809,15,5.1,0,82,5,634.106777402728
"2724",443,30.7,7.3,0,93,1,757.755900337361
"2725",89,28.4,6.3,1,84,1,615.261264056123
"2726",1773,38.5,4.6,1,80,5,597.204334378087
"2727",36,20.4,8.7,0,76,5,614.202610667174
"2728",1988,24.7,5,0,88,5,793.579705113856
"2729",2120,34.2,7.7,0,73,1,772.70725077639
"2730",2427,31.6,8.7,1,93,1,684.331212646794
"2731",2192,26.3,8.7,0,61,5,758.958786337947
"2732",484,26,6.4,1,89,5,559.985098681257
"2733",2305,33.7,3,1,73,5,696.998218326674
"2734",2028,17.1,6.5,0,87,1,833.295356800469
"2735",1806,27.3,6.8,1,94,1,708.811792704122
"2736",1167,19.6,8.5,0,67,5,794.63794893818
"2737",1765,28,7.7,0,67,5,685.470511663395
"2738",1554,17.8,6.4,0,82,5,622.980663913768
"2739",1145,21.3,4.2,0,69,1,802.603655180428
"2740",966,15,8.7,0,90,1,716.181613128477
"2741",775,24.4,4.3,0,62,5,840.740645614763
"2742",2276,17.6,3.6,0,69,5,581.076411122922
"2743",2422,38.1,4.1,1,74,5,610.658034224374
"2744",1798,28.3,6.3,0,67,1,784.039686131291
"2745",2095,25.7,5.7,0,90,1,786.495965870563
"2746",285,33.5,4.4,0,71,5,802.34788020219
"2747",2470,17.9,4.8,0,88,5,550.543520688855
"2748",2027,17.9,5.4,1,64,5,630.156897617659
"2749",364,26.2,3.6,1,66,1,808.873083450211
"2750",2120,37.5,8.3,0,66,1,635.504666820634
"2751",428,33.2,8.5,0,75,5,817.908124485984
"2752",1130,16,6.6,1,72,5,404.143639906154
"2753",126,29.3,7.7,0,84,5,616.814036581976
"2754",457,19.3,6.5,0,84,1,829.620823458148
"2755",297,15.2,6.1,0,86,1,646.042815824815
"2756",885,18.9,3.7,0,62,5,762.633923025957
"2757",94,26.1,8.5,0,86,5,588.567481430558
"2758",206,31.6,6.9,0,65,5,612.059542393157
"2759",1994,32.8,6.2,1,62,1,760.381435183808
"2760",1414,36.6,4.1,0,79,1,916.807890338047
"2761",980,36.6,8.3,0,89,5,748.14873545741
"2762",1310,33.3,3.1,0,84,5,688.582564517856
"2763",2281,38.1,7.7,0,90,5,765.4165441636
"2764",2388,30.2,3.2,0,94,1,854.73456204248
"2765",1251,25.5,4.2,0,90,1,914.311952819116
"2766",1034,33.6,7.2,0,65,5,700.614619534463
"2767",598,19,7.9,0,67,5,556.077609277175
"2768",2471,36.7,8,0,77,5,702.325138372059
"2769",86,26.4,5.6,0,90,1,675.491932306128
"2770",1859,28.2,4.5,0,61,1,820.503453006192
"2771",2387,22.2,8.1,1,63,5,583.337655985573
"2772",554,20.9,7.5,0,81,5,786.077434709296
"2773",2276,36.9,4.3,0,87,5,723.303189563254
"2774",617,34.7,7.2,1,83,1,755.96767210324
"2775",833,28.4,3.9,0,83,1,963.921911735088
"2776",260,22.2,5.8,0,62,5,633.918211046451
"2777",1689,38.5,3.6,0,71,5,771.982246055268
"2778",951,28.5,3.5,0,81,5,844.996294844896
"2779",287,24.9,8.5,0,85,1,716.713164696315
"2780",2351,17.9,4.4,0,88,1,851.11130393343
"2781",1583,20,8.3,0,87,5,732.591094914824
"2782",1372,30.7,5.3,0,77,5,717.898516054265
"2783",602,35.8,3.8,0,60,5,859.991380774106
"2784",2333,24.3,7.6,0,72,1,736.779271729756
"2785",1098,39.8,7.5,0,84,1,835.583505845473
"2786",1012,30.7,5.9,0,72,5,597.616484140356
"2787",1813,20.1,4.8,0,91,5,744.640890252776
"2788",1046,21.3,6.5,0,86,5,809.314695722423
"2789",1060,20.8,7.6,0,73,1,855.882531676131
"2790",2433,35.9,3.6,0,62,1,848.973598944334
"2791",1225,39.7,3.5,0,89,5,777.905075352949
"2792",516,21.8,8.1,0,86,5,718.39270212998
"2793",1682,27.3,5,0,92,5,668.833272283276
"2794",332,27.7,3.8,0,91,1,933.679622823062
"2795",2406,39,6.7,0,88,1,815.041495774252
"2796",997,31.3,3.2,0,82,5,799.943924501228
"2797",1,18.4,3.7,0,89,5,562.999159637062
"2798",605,26.4,8.5,1,92,5,662.452958000358
"2799",1630,29.6,8.5,1,78,1,648.182429043421
"2800",572,38.7,6,0,79,1,819.176951725967
"2801",96,25.5,8,0,72,5,829.222231781265
"2802",196,25.5,7.3,0,65,5,586.175351582157
"2803",1114,26.3,7.4,0,79,5,886.774975511556
"2804",1450,30.1,5.9,0,85,1,916.73428210197
"2805",902,15,8.7,0,80,1,719.36499166768
"2806",1201,32.6,5.7,0,92,5,781.073951775519
"2807",1385,18.8,8,0,80,5,769.416008443416
"2808",502,36.6,5.3,1,80,5,592.432941232497
"2809",456,18.9,6.1,0,93,1,687.635221328431
"2810",149,33.1,3.7,0,85,1,776.024365491079
"2811",1239,28,3.4,1,61,5,726.733453304041
"2812",489,35.6,3.5,0,64,5,874.658181324291
"2813",2161,39.7,3.9,0,93,5,778.900932303319
"2814",2128,19.3,5,0,74,1,700.477707001846
"2815",1205,28.6,5.8,1,88,1,679.049688628099
"2816",1252,22.4,6,0,86,5,817.60632491981
"2817",2409,34.4,7.3,0,86,5,761.666538147256
"2818",36,16,5.7,0,74,5,702.509055604848
"2819",1888,34,5.4,0,62,1,774.557388193595
"2820",643,18.5,5.4,0,63,1,890.645363166307
"2821",2330,21.6,3.1,0,78,5,913.648121602212
"2822",2450,24.1,5.2,0,91,5,755.279684291842
"2823",1971,26.4,4.5,0,68,5,871.143893129192
"2824",2237,34.6,7.9,0,68,1,833.901589678135
"2825",2143,32.2,4.5,0,81,1,675.611577621506
"2826",2114,16.5,8.3,1,89,5,553.382187910999
"2827",2468,33.4,8.3,0,90,5,684.166131704114
"2828",2097,25.4,7.9,1,62,5,454.156278260052
"2829",1063,20.1,6.9,0,80,1,921.243841802546
"2830",29,15.6,3.5,0,85,1,775.298990685648
"2831",1103,15.6,3.5,0,65,5,718.784460390452
"2832",1836,21.9,5.9,0,80,5,788.532301659385
"2833",1704,39.6,5,0,74,5,554.370990744792
"2834",723,21,4.9,0,85,1,897.582797702247
"2835",2060,36.4,4.4,0,93,1,786.347094628339
"2836",2450,36.1,5.4,0,79,5,772.532635337363
"2837",2299,22.5,4.8,0,67,5,682.625495471681
"2838",1550,27.3,4.8,0,65,5,792.660300705271
"2839",882,30.9,6.7,0,66,1,725.628913298715
"2840",2122,36.2,8.2,0,94,1,842.739497963339
"2841",702,29.2,8.7,0,66,5,712.71411786632
"2842",2248,26.4,4.5,0,71,5,747.606172342785
"2843",1192,15.4,7.7,0,69,5,596.541358239483
"2844",1458,39.5,4,0,62,1,863.141449773684
"2845",189,32.2,5.8,0,73,1,796.560971159488
"2846",2401,38.3,6.4,0,80,5,726.498469656023
"2847",2035,15.2,8.6,1,90,5,582.951803008715
"2848",89,37.9,5.6,0,69,5,608.023767231498
"2849",117,22.5,4.9,0,64,1,837.589804059826
"2850",2033,25.5,7.6,0,93,1,885.26222781511
"2851",425,37.2,5.9,0,65,5,855.266309242385
"2852",136,18.9,5.8,0,79,5,586.438164929859
"2853",53,16.8,7.2,0,77,5,682.557756787476
"2854",1094,19.8,4.8,0,66,1,821.108296870564
"2855",2145,31.7,3.3,0,88,1,827.052992900523
"2856",93,21.1,7.2,1,92,5,590.494634315837
"2857",1975,19,4.8,0,64,5,478.395567240659
"2858",1713,22.3,4,0,67,5,829.003463732079
"2859",2403,32.9,4.4,0,60,1,879.54517462446
"2860",1629,24.5,8.2,1,62,1,774.267543278014
"2861",2119,26,8.2,0,73,5,763.080726067225
"2862",1527,30.9,3.8,0,68,5,760.691889833348
"2863",1938,28,6.5,0,91,5,714.784636239832
"2864",2351,25.1,7.6,0,92,1,816.629250766709
"2865",2147,31.2,6,0,77,1,819.003378588241
"2866",803,30.3,8.6,1,89,5,599.048757556981
"2867",1403,34.9,4.1,0,94,5,732.468052022159
"2868",361,37.8,8.1,0,87,5,702.103423133182
"2869",410,22.5,7.9,0,60,1,947.414957933749
"2870",1008,32.9,7.8,0,79,1,837.028332174911
"2871",1209,27.9,6.5,1,61,5,625.500537191207
"2872",905,17.6,6.5,0,73,5,561.976016891034
"2873",874,35.2,8.1,0,63,5,707.719973792943
"2874",1719,18.1,5.8,0,90,1,676.062580830573
"2875",760,15.4,6.3,1,84,1,667.398691173488
"2876",1687,37.2,3.2,1,61,5,712.37183380872
"2877",2246,19.4,6.2,1,71,5,552.702808321919
"2878",337,36.6,5,0,92,5,720.935092998358
"2879",394,37.6,7.3,1,66,1,577.619920174281
"2880",1764,29.6,4.9,1,70,1,711.329057746722
"2881",19,29.1,7.9,0,92,5,533.119125245139
"2882",1483,26.8,6.9,0,93,5,700.670480099507
"2883",2084,37.1,6.9,1,92,5,599.368230653151
"2884",2014,34.7,7.4,0,82,1,918.902175687253
"2885",2039,23.6,7.6,0,68,1,814.605632494204
"2886",1547,36,7.6,0,75,5,698.912211980981
"2887",383,26.5,6.2,0,78,5,787.612386668722
"2888",260,29.6,5,0,61,5,665.48063630083
"2889",1896,25.3,5.6,1,86,1,641.176393503944
"2890",767,28.1,5.1,0,82,1,914.216386080564
"2891",849,28.1,6.8,0,87,5,708.287448055732
"2892",644,19.4,5.1,0,62,5,651.845016155858
"2893",138,24.9,6.7,0,68,5,745.2604497162
"2894",258,26.8,3.6,0,82,1,763.126058278916
"2895",1074,36.6,4.7,0,86,1,893.857153512848
"2896",2005,38.9,5.6,0,84,5,705.869056354277
"2897",650,27.7,7.1,0,94,5,597.383264188344
"2898",958,35.7,7.8,0,84,5,798.592638674503
"2899",1126,36,3.5,0,92,1,873.82923233478
"2900",788,37.4,8.6,0,94,1,782.475703275607
"2901",42,18.2,5.2,0,60,5,504.736976488493
"2902",821,38.4,5.7,0,74,5,802.888524920369
"2903",2275,19.5,3,0,69,5,678.996475743285
"2904",1287,17.9,6.9,0,63,1,875.265350650685
"2905",109,16.4,3.8,1,76,1,549.336636578664
"2906",2163,19.3,6.7,0,69,5,508.339019527193
"2907",592,28.3,6.7,0,67,5,776.85359614746
"2908",755,19.2,3.8,0,66,5,808.315655818054
"2909",865,39.8,4.9,0,93,1,880.875034269411
"2910",1331,23.3,8.9,0,68,1,796.616087361084
"2911",2384,28.1,4.5,0,87,5,640.699823472338
"2912",2354,25,5.1,0,74,5,591.884642660928
"2913",2091,17.1,3.9,1,86,5,564.722339005675
"2914",1625,21.6,6.2,0,75,1,785.992909769993
"2915",1916,26.4,4.6,0,86,1,876.885500600717
"2916",2295,38.6,7.8,0,86,5,659.155287663452
"2917",909,25.8,6,1,84,5,591.006576075839
"2918",834,18.8,6.9,0,86,5,641.840968773855
"2919",254,27.2,4.9,0,67,1,871.37021618352
"2920",871,31.8,3.2,0,64,1,899.093477400796
"2921",1920,16.5,6.7,1,92,5,439.309022800686
"2922",2176,26.3,4,1,91,5,675.852849784618
"2923",2152,19.3,6.5,0,91,5,513.48343497375
"2924",63,20.2,3.2,1,91,1,755.502953209604
"2925",1634,17.3,4.1,1,79,1,588.065770986335
"2926",343,27,6.3,1,93,5,624.026030690099
"2927",229,35.2,8.9,0,68,5,752.896019048057
"2928",1363,37.1,8.4,0,80,5,778.354904280665
"2929",599,27.7,7.9,0,70,1,739.484416425694
"2930",119,29.2,7.8,0,91,1,798.660953742607
"2931",1302,33.7,7.6,1,78,5,478.417230610891
"2932",104,24.4,6.2,0,94,5,769.599222519901
"2933",1276,29,6.7,0,61,5,729.804910339105
"2934",178,26.5,8.9,0,91,1,856.635922527251
"2935",296,35.8,8.8,0,87,1,675.257527991198
"2936",1976,16.6,7.1,0,72,5,752.390196255874
"2937",177,25.1,8.6,1,77,5,467.629711826642
"2938",249,34.3,4.1,0,66,5,641.437473966895
"2939",1614,37.7,6.3,0,84,1,712.296308239456
"2940",223,38.7,4.5,0,74,1,845.975798636209
"2941",1137,16.8,6.8,0,82,5,600.216072134208
"2942",658,19,4.9,0,83,5,684.251523114896
"2943",42,26.8,6.5,0,78,5,605.401022918522
"2944",1537,23.1,7.2,0,68,1,830.0906732562
"2945",1411,20.7,7.7,1,70,1,640.990197747791
"2946",2251,16.3,5.2,0,65,5,694.780340530754
"2947",292,35.2,4,0,84,5,636.31258578583
"2948",2224,24.8,4.7,0,61,5,828.227173668953
"2949",64,31.6,4.3,1,83,1,604.943241698978
"2950",1794,25.1,7.5,0,80,1,819.926112354733
"2951",1352,28.2,7.3,1,76,5,611.435446255685
"2952",892,23.2,6.3,1,90,5,601.490765848818
"2953",1938,23.8,3.1,0,75,5,583.833024355893
"2954",749,38.4,8.1,0,62,1,868.821414571721
"2955",971,31.9,7.7,0,90,1,824.329355937274
"2956",738,38.3,4.6,0,89,5,805.537517865499
"2957",2004,36.9,4.1,0,94,5,759.703983964088
"2958",346,31.2,7.3,0,91,5,750.686058487433
"2959",720,21.6,3.3,0,77,1,871.179616125301
"2960",1494,34.4,6.7,0,61,1,784.908416242494
"2961",1029,27.7,6,0,91,5,713.919047041175
"2962",696,20.3,7.3,1,87,5,618.951652975132
"2963",939,27,6.5,0,60,5,738.426805559235
"2964",1662,31.9,3.7,0,77,1,817.709582780177
"2965",736,28.7,6.9,1,76,1,737.467190359409
"2966",1649,19.3,8.8,1,80,5,455.151606215319
"2967",1035,38.3,8.6,0,70,5,648.156182475699
"2968",1342,37.1,3.2,0,85,5,762.218962943492
"2969",1505,37.9,8.4,0,76,1,945.415946263044
"2970",1839,27.7,5.4,0,85,1,788.512029017632
"2971",1479,39.9,4.4,0,67,5,826.310221144619
"2972",1899,30.6,6.4,0,88,5,758.015453543824
"2973",2134,25.7,6.7,0,62,5,696.737077599391
"2974",1903,25.5,7.9,0,64,1,860.330975769709
"2975",428,17.1,4.4,0,86,1,795.41821583019
"2976",1824,35.1,3.2,0,81,5,920.548987342045
"2977",408,32.2,8.2,0,84,5,741.120968821148
"2978",825,18,5.4,0,85,5,583.848242193926
"2979",96,25.4,4.3,0,92,1,787.868387500445
"2980",1365,25.9,6.9,0,81,1,824.301907695675
"2981",608,28.5,4.1,0,87,5,764.350926464734
"2982",8,24.2,3.2,1,65,5,560.03745480751
"2983",1401,38,4.5,0,84,5,810.321645461954
"2984",1766,30,4.3,0,68,1,799.333334081651
"2985",804,16.3,5.1,0,86,1,743.996450072154
"2986",1803,23.4,5.1,0,91,5,676.770605131363
"2987",72,25.1,6.5,0,78,5,614.87760785191
"2988",1487,19.2,4.4,0,70,5,831.4944130873
"2989",1900,30.8,8.7,0,85,1,792.583208476814
