"","x.ph","x.N","x.P","x.K","x.depth","x.temp","x.rain","x.plant"
"2154",6.6,92,79,84,43.44,30.1,864.75,2
"2155",8.4,87,76,83,43.74,23.6,1008.97,0
"2156",8.6,86,106,51,45.87,17.6,577.67,2
"2157",7.4,141,62,46,19.7,29,1037.17,1
"2158",6.6,107,74,4,56.68,29.8,1115.93,1
"2159",8,29,38,20,26.82,32.9,1037.6,1
"2160",6.3,29,31,38,44.35,29.7,522.87,2
"2161",6.3,47,59,86,18.38,29.5,621.69,1
"2162",6.3,125,46,77,41.71,32.4,972.48,1
"2163",6.6,20,76,83,34.19,23.2,726.36,0
"2164",6.6,36,82,54,40.75,17.2,704.44,1
"2165",8.1,80,83,107,20.9,19.7,786.58,0
"2166",6.7,45,61,32,53.52,22.8,1053.26,1
"2167",7.8,120,116,60,32.68,15.1,1165.73,0
"2168",8.2,37,40,36,45.96,37.1,596.5,2
"2169",7.8,122,68,16,40.43,39.7,1152.47,0
"2170",7,43,62,112,41.6,32.6,966.41,1
"2171",7.4,122,113,86,26.5,31.8,1045.6,0
"2172",7.9,173,100,35,36.04,24,642.81,2
"2173",8,71,33,24,40.54,30.6,974.72,2
"2174",8.2,20,39,55,28.87,16.3,640.01,2
"2175",6.8,70,49,60,42.37,17.7,879.06,0
"2176",8,33,105,41,41.24,29.7,563.3,2
"2177",8.5,91,44,23,18.81,16,505.68,2
"2178",7.8,174,110,80,48.23,17.5,880.65,2
"2179",6.5,140,47,96,53.39,16.1,1036.56,0
"2180",7.1,64,22,105,40.51,24.2,576.03,2
"2181",8.8,82,106,34,20.55,27.9,1154.35,0
"2182",8.7,153,25,90,15.51,22.8,579.38,2
"2183",7.1,124,73,2,40.23,26.8,799.41,0
"2184",7,56,76,92,40.1,31.5,939.09,2
"2185",7.5,27,28,7,22.95,17.1,1077.99,2
"2186",6.4,109,31,67,32.13,18.6,823.68,2
"2187",7.6,114,28,38,44.55,37.2,1113.87,2
"2188",8.9,147,118,54,29.08,30.6,862.69,2
"2189",6.7,37,99,114,35.4,26.6,972.75,0
"2190",8.8,54,46,86,43.26,29.8,992.68,2
"2191",6.4,137,21,117,45.7,38.8,771.72,0
"2192",8.2,35,63,116,22.66,28.8,728.08,1
"2193",7,70,31,62,42.05,16.8,1080.57,0
"2194",8.8,102,99,8,31.88,34.9,775.23,2
"2195",8.6,85,117,87,54.32,31.3,854.83,0
"2196",6.5,74,34,103,29.21,15.3,503.91,2
"2197",6.5,58,105,57,54.24,32.5,1065.32,0
"2198",7.3,118,58,46,47.97,25.9,811.84,1
"2199",7.7,140,49,0,37.22,39.6,965.26,0
"2200",8.4,93,20,28,47.7,22.6,848.9,2
"2201",8.4,137,28,117,16.88,17.1,1087.32,0
"2202",7.5,139,89,107,33.52,21,875.77,2
"2203",8.2,25,41,104,27.7,24.4,1062.29,0
"2204",8.4,111,47,30,18.97,32.7,806.26,1
"2205",8.3,77,30,17,52.24,29,657.17,2
"2206",6.4,179,62,100,32.13,36.6,705.54,0
"2207",6.3,120,38,56,23.77,24.4,500.47,2
"2208",8.3,112,52,8,35.76,16.5,1125.02,2
"2209",6.5,64,22,4,15.04,35.7,769.09,2
"2210",6.9,91,36,118,20.07,15.2,978.71,2
"2211",8.7,110,96,119,52.47,20.7,1156.18,0
"2212",8.8,121,100,83,51.55,35,804.63,0
"2213",8.7,119,68,20,50.06,30.4,578.35,2
"2214",7.5,148,23,38,55.82,28.4,631.03,2
"2215",6.8,102,26,71,53.04,33.2,1000.59,2
"2216",6.8,155,102,43,29.86,20.6,584.01,0
"2217",8.3,172,42,112,33.99,25.7,1164.24,0
"2218",7.1,71,70,98,51.91,31.8,688.93,2
"2219",6.3,56,43,64,28.7,15.3,891.79,0
"2220",7.3,21,75,37,45.05,39.9,1101.36,1
"2221",6.5,93,63,37,39.78,30.5,1148.93,0
"2222",6.9,148,57,39,50.34,19.1,1173.84,1
"2223",7.6,114,87,28,59.52,30.6,525.33,2
"2224",6.2,150,108,6,48.09,26.3,512.87,2
"2225",8.5,81,62,29,54.61,36.7,539.4,2
"2226",6.6,77,30,26,18.34,27.8,507.88,2
"2227",6.5,97,71,38,20.66,20.3,1132.52,0
"2228",7.8,113,74,68,29.8,22.1,798.84,2
"2229",7.2,149,55,16,31.86,19.4,1040.14,0
"2230",7.1,94,64,3,23.82,31.8,564.01,2
"2231",8.7,142,30,91,32.54,18.3,587.5,2
"2232",7.9,149,119,24,18.17,26.7,1054.92,1
"2233",7.5,173,79,60,46.63,26.9,847.55,0
"2234",8.3,136,54,25,32.58,18.5,802.19,1
"2235",6.2,50,87,77,59.97,34.5,680.39,1
"2236",7.1,155,64,103,56.5,30,617.59,0
"2237",6.1,110,49,42,40.64,17.9,1029.78,0
"2238",8,97,90,2,24.24,17.7,1070.85,2
"2239",8.5,51,85,119,46.12,27.8,698.67,2
"2240",6.2,49,49,117,19.42,25.3,1111.25,1
"2241",6.1,116,100,67,43.12,36,900.19,0
"2242",7.9,31,110,49,39.17,23.1,975.83,1
"2243",6.1,26,76,11,57.52,35.7,1197.93,1
"2244",7.7,130,26,72,35.29,20.2,767.54,2
"2245",7.1,99,31,20,38.43,28.7,648.12,2
"2246",7.9,93,63,91,29.66,37.9,803.72,2
"2247",7.5,121,115,55,29.67,17.2,1009.97,0
"2248",8.1,128,99,7,57.01,32.5,1011.76,2
"2249",7.1,67,39,23,38.36,26.4,849.79,0
"2250",6,134,58,49,20.39,37.3,893.31,1
"2251",6.6,88,66,94,32.71,27,1151.5,0
"2252",6.1,76,84,10,33.47,37.6,884.17,2
"2253",8.8,147,49,3,16.42,24.6,541.24,2
"2254",7.9,25,92,86,48.17,36.4,889.99,2
"2255",6.4,88,110,50,17.66,25.8,522.97,2
"2256",7.3,90,25,34,39.26,38.1,1100.68,2
"2257",8.2,146,117,9,51.87,37,594.7,2
"2258",7.3,141,80,65,31.88,27.1,1163.4,1
"2259",8.1,52,59,18,28.07,21.6,986.03,2
"2260",6.6,119,35,26,46.77,38.7,866.01,1
"2261",6.1,95,86,38,49.57,37.5,997.86,0
"2262",6.2,164,66,20,29.14,32,833.6,1
"2263",7.3,42,50,1,19.96,28.9,1192.07,1
"2264",9,60,115,41,25.15,34.9,526.39,2
"2265",7,52,103,24,57.89,37.2,756.28,0
"2266",6.9,21,106,41,43.26,37.1,710.38,1
"2267",7.1,92,30,55,56.79,34.9,1083.61,2
"2268",6.8,98,108,19,21.95,24,1198.64,2
"2269",8.1,43,103,114,29.49,22.7,927.85,0
"2270",7.7,178,71,2,41.45,24.1,830.92,2
"2271",6.8,42,55,90,22.89,19.3,949.17,0
"2272",7.7,150,115,93,18.16,20.7,603.78,0
"2273",6.3,128,112,110,38.19,22.2,935.31,0
"2274",7,24,119,54,39.01,17.9,622.52,2
"2275",8.2,165,64,38,59.56,24.9,841.94,1
"2276",7.4,92,20,47,29.66,35.5,521.99,2
"2277",8.5,154,42,47,53.85,19.7,737.39,1
"2278",8.9,159,30,43,38.21,37,680.25,2
"2279",6.3,100,101,91,32.46,39.7,1075.55,0
"2280",8.7,142,71,35,25.16,29,943.81,1
"2281",6.1,73,89,14,24.97,31.6,867.42,0
"2282",7.7,96,79,0,41.81,29.2,759.5,2
"2283",8.8,98,33,5,57.56,27.7,1108.05,2
"2284",6.7,159,103,112,37.04,28.6,954.21,0
"2285",7.5,20,110,15,15.74,20.8,1025.67,1
"2286",6.2,83,53,55,55.67,32,1109.03,1
"2287",6.1,103,34,24,23.41,38.2,927.38,0
"2288",6.7,38,117,26,58.4,17.6,692.34,1
"2289",7.7,170,86,74,46.03,37.6,571.96,2
"2290",6.5,40,32,68,58.49,39.4,937.71,1
"2291",6.8,55,87,27,16.57,17.2,890.65,1
"2292",6.4,64,98,79,41.13,38.5,1110,2
"2293",8.8,80,65,23,52,15.1,609.85,2
"2294",8.8,59,54,1,15.62,32,1183.24,2
"2295",8.9,75,32,12,55.74,17.4,596.74,2
"2296",6.4,21,94,72,56.14,30.6,632.34,1
"2297",6.9,136,65,115,21.33,20.2,774.46,0
"2298",7.5,119,54,39,34.28,30.6,986,2
"2299",6.2,113,100,10,57.76,18.2,656.04,2
"2300",7.5,143,71,74,46.99,39.1,1164.44,1
"2301",8.3,103,54,81,35.57,37.5,617.05,2
"2302",6.2,63,105,51,25,27.8,957.23,2
"2303",7,84,104,105,26.57,36.9,1139.81,0
"2304",7.8,113,32,45,29.72,35.4,535.54,2
"2305",7,99,50,17,39.51,32.3,965.27,0
"2306",9,27,99,86,39.79,31,913.75,2
"2307",6.9,110,111,91,16.07,25.2,840.52,0
"2308",7.2,94,45,6,42.62,22,1038.23,2
"2309",7.5,131,110,14,56.92,21.8,889.53,0
"2310",7.3,55,96,63,55.84,31.1,836.48,1
"2311",8,92,76,79,31.52,26,905.7,2
"2312",6.4,164,48,47,18.1,39.7,837.74,1
"2313",7.9,154,57,51,19.25,17,1128.04,1
"2314",7.7,174,104,105,30.3,38.1,1105.08,0
"2315",7.2,80,30,59,50.31,25.8,705.63,2
"2316",7,110,33,108,31.38,37.1,1117.39,2
"2317",6.4,179,75,70,19.57,22.6,754.89,1
"2318",7,31,25,78,58.14,20.6,1123.72,1
"2319",7.3,170,73,57,34.29,29.7,1051.36,0
"2320",6.4,25,25,17,32.8,22.4,798.47,1
"2321",6.5,114,99,24,34.52,26.1,690.99,0
"2322",7.3,83,55,45,55.51,16,787.89,1
"2323",8.7,71,43,13,39.97,30.9,822.88,2
"2324",7.9,152,105,55,47.62,21.9,885.13,2
"2325",7,104,41,0,51.85,18.8,950.94,2
"2326",8.6,52,105,100,16.52,39.5,1156.6,2
"2327",8.5,53,58,35,43.94,19.5,846.24,2
"2328",8.9,94,87,21,19.13,30.6,1093.82,1
"2329",6,55,79,116,49.75,25.1,811.19,0
"2330",8.6,131,76,12,39.18,29.6,1188.54,2
"2331",8.9,166,102,118,31.05,39.9,719.03,0
"2332",8.1,178,36,103,37.92,38.2,751.05,2
"2333",8.8,105,93,10,58.05,26.6,849.14,2
"2334",6.3,176,58,67,42.47,24.7,623.26,2
"2335",8.3,150,35,16,51.22,29.2,870.52,1
"2336",6.4,33,21,64,30.23,15.4,863.55,1
"2337",6.5,48,38,119,19.87,30.5,894.98,1
"2338",7.2,62,69,31,37.74,15.1,953.26,1
"2339",6.4,39,116,5,22.29,25.7,834.54,0
"2340",8.5,162,62,110,41.17,36.7,1095.28,2
"2341",7.5,108,52,12,40.45,34.3,816.11,2
"2342",7.9,25,76,118,23.17,21.5,1187.78,1
"2343",7.6,41,87,16,53.47,31.5,941.09,1
"2344",8.9,38,55,118,16.32,23,528.53,1
"2345",7.6,44,74,41,42.12,18.4,525.83,1
"2346",8,163,44,33,35.75,20.8,880.51,1
"2347",8.9,52,53,83,57.16,31.8,976.41,2
"2348",7.3,123,60,0,32.23,28,949.87,2
"2349",6.6,84,47,29,54.32,24.6,512.44,1
"2350",7.1,109,79,3,47.65,24.8,612.89,2
"2351",8.4,161,109,5,32.02,20.3,862.35,0
"2352",7.9,77,21,20,27.75,23,999.55,2
"2353",7.9,81,118,8,31.25,26.5,721.43,2
"2354",6.5,106,68,119,51.89,17.9,536.26,2
"2355",7.6,102,103,43,43.53,36,1145.93,0
"2356",8.8,85,81,43,25.38,22.9,647.49,2
"2357",7.2,105,56,79,16.22,25.2,726.11,1
"2358",7.2,44,86,19,30.44,27.4,625.02,1
"2359",7.5,140,94,36,25.97,19.5,985.29,0
"2360",6.7,96,31,64,16.28,25.5,957.52,1
"2361",7.1,148,31,87,31.2,26.8,673.71,0
"2362",8.8,105,74,57,19.63,17,940.2,1
"2363",6.4,139,80,2,34.86,20.4,956.23,0
"2364",7.3,154,100,7,31.83,26.5,539.06,2
"2365",8.5,138,48,64,15.48,34.3,528.24,1
"2366",8.9,178,36,34,31.89,31,1081.12,1
"2367",7,47,70,49,18.29,20.6,846.94,1
"2368",7,126,50,83,26.17,20.7,646.6,0
"2369",8.2,125,84,97,40.13,29.2,779.8,0
"2370",7.2,104,91,12,30.54,35.7,617.27,2
"2371",7.8,112,51,82,35.43,16.4,931.91,0
"2372",7.3,168,82,27,59.32,33.3,1146.93,1
"2373",8,36,24,24,44.56,20.6,991.55,2
"2374",8.7,176,62,6,39.55,16.5,1163.68,2
"2375",8.3,96,102,56,58.96,17,789.11,2
"2376",8.9,43,72,24,28.55,19.1,764.94,1
"2377",8.5,163,28,51,31.67,25.5,650.8,2
"2378",7,47,106,58,57.18,33.3,842.03,1
"2379",6.7,106,25,15,51.08,26.7,999.43,2
"2380",6.3,157,71,25,33.02,32.2,938.33,1
"2381",6.8,42,23,70,20.27,29.7,898.11,0
"2382",7.7,24,83,33,59.25,25.2,642.57,1
"2383",8.5,39,49,98,23.6,37.1,744.66,0
"2384",8.9,116,63,46,24.72,28.6,857.53,2
"2385",6.4,83,31,43,34.89,24.2,792.36,0
"2386",7,134,105,2,27.06,29.7,549.35,2
"2387",8.6,32,39,108,36.58,22.2,1111.07,0
"2388",7.3,173,106,118,47.85,18.6,1098.1,0
"2389",8.5,158,91,92,15.71,39.8,870.08,0
"2390",8.3,112,37,57,34.87,29.6,538.81,2
"2391",6.8,155,63,39,49.67,34.8,889.96,0
"2392",8.2,69,79,33,42.44,30.6,888.46,2
"2393",6,97,69,108,31.94,17.4,598.11,2
"2394",6.4,77,83,13,32.77,30.1,743.21,2
"2395",7.4,49,75,21,45.99,30.2,524.36,1
"2396",7.7,70,118,45,56.94,29.2,773.06,1
"2397",7.9,109,50,1,25.45,17.2,1006.89,2
"2398",7,109,94,97,43.46,20.2,896.93,0
"2399",7.6,125,33,22,19.63,18.3,804.56,2
"2400",7.1,166,23,87,26.07,17.7,893.37,0
"2401",9,35,43,9,40.79,21.1,1108.55,2
"2402",8.2,140,68,79,18.98,37.9,940.41,1
"2403",8.3,69,117,80,17.68,35.1,878.74,2
"2404",6.6,73,114,84,43.8,31,966.72,0
"2405",8.5,107,58,88,20.87,32.6,777.81,0
"2406",6.2,128,49,8,16.77,36.6,513.27,2
"2407",8.3,61,40,118,23.58,38.4,1056.21,0
"2408",6.5,110,118,56,59.89,16.2,1159.9,1
"2409",8.2,34,87,29,37.81,16.6,964.7,1
"2410",7.4,167,64,18,23.01,18.5,510.63,2
"2411",6.3,65,102,55,17.21,34.1,875.3,0
"2412",9,71,45,51,32.23,16.9,869.82,2
"2413",6.7,50,69,67,34.69,34.2,652.23,2
"2414",8.9,157,56,23,19.66,29.5,583.54,1
"2415",6.9,120,99,22,44.54,26,718.47,0
"2416",8.3,137,92,61,28.3,19.2,765.5,2
"2417",7.2,88,91,78,38.25,38.2,1159.25,0
"2418",7.5,92,79,34,43.84,37.2,860,2
"2419",9,177,68,56,57.28,35.8,684.75,1
"2420",6.9,96,34,84,34.85,39.4,599.98,2
"2421",7.7,143,74,24,28.52,37,1050.31,0
"2422",8.7,25,77,19,43.43,23.2,585.06,2
"2423",8.3,141,33,83,17.21,35.9,608.94,2
"2424",8.1,143,45,109,16.18,25,1089.39,1
"2425",9,31,114,93,38.13,19.4,1061.74,0
"2426",8,159,54,88,37.73,26.9,614.95,2
"2427",6.1,45,68,55,50.09,36.9,670.91,1
"2428",6.4,71,114,22,29.53,20.6,701.71,2
"2429",7.2,112,75,15,53.81,27.8,503.8,1
"2430",6.3,127,89,43,58.46,28.8,589.89,1
"2431",6.9,88,96,37,47.02,31.9,1030.77,0
"2432",8.9,43,79,46,25.25,37.4,814.31,1
"2433",7.3,132,28,7,50.05,16.4,859.12,0
"2434",8.3,100,106,85,22.22,23.9,894.76,2
"2435",8.1,122,97,81,15.55,25.1,930.43,0
"2436",6.7,109,33,86,18.56,16.4,1010.66,2
"2437",7.8,120,38,67,57.82,31,922.81,1
"2438",7,154,98,24,48.98,31.5,962.66,0
"2439",8.3,21,78,74,40.34,26.3,778,1
"2440",6,37,46,6,18.71,33.9,734.81,1
"2441",7.1,170,60,1,35.46,17.4,894.46,0
"2442",7.2,26,84,38,56.8,23.4,739.04,1
"2443",6.3,165,100,114,26.78,20.9,845.98,0
"2444",8.8,146,43,74,56.59,28.3,716.81,1
"2445",7.1,123,23,27,50.85,27.1,610.09,2
"2446",8.8,132,43,16,59.81,27.7,722.42,1
"2447",6.4,167,109,111,29.65,33.3,1032.79,0
"2448",6.6,122,78,80,54,34.6,867.88,1
"2449",6,82,62,63,22.48,37.9,505.88,2
"2450",6.8,78,92,60,57.53,31.7,1006.2,1
"2451",6.7,80,83,44,30.49,22.8,619.71,2
"2452",8.2,95,82,88,31.18,34.8,1169.33,2
"2453",6.3,95,34,97,56.88,34.1,1184.43,0
"2454",6.9,165,39,42,46.33,21.9,911.26,1
"2455",8.8,126,84,102,45.38,39.6,744.23,0
"2456",7.9,153,102,117,40.37,16.7,1165.27,0
"2457",7.2,104,110,64,18.68,25,721.02,0
"2458",6.7,43,57,78,53.11,28.7,708.67,1
"2459",7.6,169,41,104,17.91,39,1061.53,0
"2460",6.7,166,65,28,21.29,22.8,610.04,2
"2461",7.9,123,109,0,47.41,36.5,690.06,2
"2462",8.4,174,113,6,28.97,22,1045.52,2
"2463",6.2,178,92,57,48.59,29.6,858.23,0
"2464",7.2,72,42,66,46.2,19.1,554.85,2
"2465",8.9,96,81,109,53.54,31.9,741.72,2
"2466",7.7,159,65,82,59.86,36.7,815.46,1
"2467",7.5,62,39,4,52.37,17,753.83,2
"2468",6.9,100,96,70,16.88,23.6,1129.58,1
"2469",7.5,174,26,77,40.36,29.9,522.98,2
"2470",9,67,105,105,21.77,35,972.72,2
"2471",6.1,92,88,63,30.32,28.6,1084.38,0
"2472",6.3,70,69,73,45.65,25.1,617.48,2
"2473",6.2,121,32,83,55.92,17.8,697.35,0
"2474",8.6,125,100,100,32.9,29.5,528.65,2
"2475",8.9,58,118,3,42.05,34,602.58,2
"2476",8.6,41,49,11,44.79,36.1,1129.31,2
"2477",7,36,27,8,35.3,19.1,1185.51,0
"2478",6.1,110,21,24,50.01,26.4,746.68,1
"2479",8.4,43,116,77,34.32,35.6,768.35,0
"2480",8.5,178,119,67,16.79,33.3,1038.16,1
"2481",7,118,52,37,18.07,29.3,893.8,1
"2482",6.2,152,81,12,34.75,19.1,720.3,2
"2483",6.1,26,107,18,24.3,17.3,1093.34,0
"2484",8.2,122,22,72,44.9,34.1,1082.99,2
"2485",6.3,151,49,25,47.26,17.1,889.06,0
"2486",7.5,68,34,42,47.02,17.1,798.05,2
"2487",7,83,71,117,55.27,38.6,1197.99,0
"2488",8.6,99,112,54,16.93,39.4,925.24,1
"2489",7,34,78,23,51.62,15.3,928.04,1
"2490",8.6,161,96,110,49.03,23.5,535.5,2
"2491",7.3,167,88,79,29.22,27,528.03,0
"2492",8.6,74,32,60,17.13,24.6,623.55,2
"2493",8.2,79,35,42,22.85,38,1141.3,2
"2494",7.3,119,95,71,25.76,19.7,877.79,2
"2495",8.2,31,104,58,53.27,18.9,957.43,1
"2496",6.7,57,116,62,39.03,38.3,1059.35,2
"2497",8.1,45,77,31,17.95,29.9,1060,1
"2498",8.2,150,114,79,47.19,26.3,969.77,2
"2499",8.8,171,104,64,26.35,29.1,524.46,0
"2500",7.6,146,20,40,45.39,31,762.32,2
"2501",8.5,176,82,92,35.68,38.8,589.99,0
"2502",8.1,74,91,17,49.98,26.3,715.36,2
"2503",9,154,115,69,22.06,22.7,1138.41,0
"2504",6,123,50,54,20.47,33,636.96,2
"2505",7.9,129,50,119,44.15,21.3,627.99,0
"2506",6.1,26,114,87,45.45,28.9,742.58,0
"2507",7.8,158,69,41,20.47,19.9,659.48,2
"2508",6.3,151,110,20,31.95,20.1,1084.12,0
"2509",8.8,119,27,27,37.68,25.1,655.01,2
"2510",6.9,162,64,75,52.25,18.5,1035.26,1
"2511",6,86,92,8,21.38,28,530.13,2
"2512",8,175,94,56,16.41,37.1,1193.37,1
"2513",7.8,140,43,38,37.6,33.6,872.4,0
"2514",8.5,130,119,8,55.62,27.8,778.97,2
"2515",7.2,152,117,107,32.16,21.8,757.32,0
"2516",8.1,134,49,26,24.46,30.6,702.91,1
"2517",7.3,151,97,114,33.56,38.6,1160.05,0
"2518",8.7,164,58,52,27.25,19.8,760.25,1
"2519",7.1,159,59,22,47.51,25.3,1166.32,0
"2520",6.6,152,81,76,59.33,17.3,824.94,1
"2521",8.1,63,56,33,48.75,23.7,1024.98,2
"2522",6.5,123,35,11,50.01,33.9,668.76,2
"2523",7.6,159,85,54,42.2,30.5,823.86,0
"2524",7.5,47,117,7,46.22,27.2,1011.33,2
"2525",6.4,97,116,21,35.83,28,941.7,0
"2526",7.7,157,101,70,40.87,16.2,577.26,2
"2527",8,86,104,62,29.85,39.8,815.43,0
"2528",6.9,61,58,39,54.89,30.6,995.37,1
"2529",6.3,20,39,67,34.3,32.4,1154.86,1
"2530",8.7,115,89,65,23.77,18.3,670.04,2
"2531",6.3,106,90,17,56.17,39.3,857.32,1
"2532",6.9,84,22,92,49.11,27.9,715.69,2
"2533",8.5,130,99,107,49.57,37.6,1143.31,0
"2534",7.3,150,82,19,52.63,34.5,641.24,1
"2535",6.2,33,108,50,46.35,35.9,864.63,0
"2536",7.3,157,30,38,26,39,1111.91,2
"2537",8.1,131,116,40,52.82,17.2,1137.28,0
"2538",8.8,83,62,39,48.99,24.2,1157.88,2
"2539",8.3,80,75,100,29.89,29.2,695.36,2
"2540",7.3,103,115,106,53.67,15.7,947,0
"2541",8.2,161,97,117,36.36,37.4,522.89,0
"2542",6.1,88,46,83,34.67,33.9,663.13,2
"2543",6.4,125,93,75,26.34,33.7,503.68,0
"2544",8.8,110,34,119,18.01,18.4,607.73,2
"2545",8.4,113,57,42,41.43,28.5,936.21,2
"2546",6.3,76,109,3,29.04,35.7,1053.71,2
"2547",6.9,112,58,56,15.46,26.2,970.93,1
"2548",7,106,38,47,24.71,24.2,801.12,1
"2549",7.7,77,90,28,32.41,18.6,1113.14,2
"2550",7.6,143,96,56,52.98,19.2,1133.68,1
"2551",7.8,162,110,67,22.41,30.4,750.51,0
"2552",7.5,60,116,70,41.7,15.9,573.97,2
"2553",8.5,173,118,99,17.67,21.8,818.8,0
"2554",8.3,26,51,116,47.26,22.7,1062.57,1
"2555",7.7,74,74,10,46.74,34.1,1098.43,2
"2556",6.8,99,64,96,27.81,27.9,811.14,2
"2557",6.7,173,101,72,48.62,36.1,708.96,0
"2558",7.6,21,97,27,50.17,36.9,1121.48,1
"2559",7.7,160,50,4,59.78,34.3,870.06,2
"2560",8.7,138,25,97,53.28,25.1,513.41,2
"2561",7.8,179,51,91,40.3,33.4,1085.53,0
"2562",7,135,106,62,16,24.4,1131.65,1
"2563",7.8,89,71,11,48.91,16.6,666,2
"2564",6.2,108,39,8,15.78,21.2,541.43,2
"2565",8.5,169,74,41,20.23,33.3,515.45,2
"2566",6.9,31,107,113,36.09,25.6,1090.98,0
"2567",8.5,115,35,71,25.06,31.9,752.49,2
"2568",6.1,29,117,99,44.21,27,1098.29,0
"2569",6,163,39,101,40.75,36.2,569.01,0
"2570",7.2,20,118,31,53.57,16.5,563.89,1
"2571",7.1,159,27,94,47.69,34.6,750.54,0
"2572",8.5,94,94,59,33.44,34.6,661.74,2
"2573",7.1,154,45,54,35.5,31.3,692.75,0
"2574",6.4,109,75,106,25.4,20.7,1006.93,2
"2575",6.4,105,55,70,24.79,18.1,626.08,2
"2576",8.2,48,37,24,36.16,16,883.99,1
"2577",7.3,70,86,61,17.06,17.2,963,1
"2578",7,157,40,28,51.05,21.6,978.84,1
"2579",7.9,131,53,31,30,28.4,866.11,0
"2580",6.1,138,44,39,36.34,39.2,784.02,1
"2581",6.9,22,51,6,59.17,33.7,982.46,1
"2582",7.8,114,69,51,35.97,37.1,1071.79,2
"2583",6.8,51,99,73,41.68,26.4,829.69,0
"2584",8.3,135,108,110,22.25,37.4,990.27,0
"2585",7.5,73,55,52,46.51,33.4,543.74,2
"2586",8.5,57,111,36,54.14,21.4,733.87,1
"2587",8.5,59,65,38,36.1,35.4,571.46,2
"2588",9,161,109,37,30.64,36.1,524.72,2
"2589",8.6,104,49,86,55.23,20.5,837.41,2
"2590",7.8,36,109,31,45.82,29.8,934.34,1
"2591",6.8,137,87,29,54.88,31.7,610.66,1
"2592",7.8,120,42,118,20.58,37.2,895.4,2
"2593",8.9,25,64,101,54.32,15.4,599.14,1
"2594",9,172,25,20,26.59,28.2,890.8,2
"2595",6.8,134,93,44,48.97,32.7,795.21,0
"2596",6.3,132,80,70,48.32,18.4,861.6,1
"2597",7.8,150,31,95,53.13,36.3,1057.63,0
"2598",7.2,142,85,49,39.77,30.7,918.2,1
"2599",6.3,151,114,75,32.79,17.2,992.32,0
"2600",6.3,131,52,34,23.67,35,886.68,1
"2601",6.5,101,41,24,55,27.5,1003.55,1
"2602",6,39,94,7,31.31,22.2,751.37,2
"2603",7.7,81,43,95,24.65,38.7,503.7,2
"2604",6.9,112,98,104,47.2,33.3,715.21,0
"2605",7.3,110,63,119,41.35,36.2,1060.11,0
"2606",8.4,63,81,21,29.35,24.6,1146.83,2
"2607",8.6,172,34,27,22.74,35.4,1103.27,0
"2608",7.2,108,37,3,42.93,25.7,970.15,2
"2609",6,119,61,71,24.33,26.7,962.28,2
"2610",7.7,34,116,2,32.84,34.2,978.08,2
"2611",7.1,44,72,7,59.14,34.9,930.36,1
"2612",8.6,133,70,33,39.53,19.1,956.5,1
"2613",7.5,132,36,25,47.27,35.6,1149.79,0
"2614",6.3,159,105,111,17.53,21.2,1118.67,0
"2615",8.9,148,28,68,55.41,17.6,852.81,2
"2616",7.3,85,40,100,42.31,17.5,1009.62,2
"2617",8.2,176,49,41,57.3,25.6,1010.4,1
"2618",7.6,169,85,78,46.98,19.5,528.05,2
"2619",8,121,36,41,19.71,34.5,1113.05,1
"2620",7.4,152,46,113,27.85,29.6,1099.61,0
"2621",6.3,147,61,33,42.67,37.9,1010.02,0
"2622",7.7,37,114,119,23.61,19.4,714.31,2
"2623",7.5,99,108,15,23.51,22.6,1055.19,0
"2624",8.7,122,90,76,31.16,19.9,1052.17,1
"2625",8.9,178,99,116,31.3,33.3,526.99,0
"2626",6.2,60,94,28,28.04,26.7,1097.08,2
"2627",8.1,113,92,10,45.34,18.7,690.91,2
"2628",7.3,33,29,90,34.38,34.7,931.34,2
"2629",6.2,120,40,92,49.79,27.9,703.91,0
"2630",7.9,68,72,63,19.41,15.2,697.05,2
"2631",7.3,32,85,42,49.89,27.8,1032.59,1
"2632",9,31,52,103,46.7,26.6,1172.12,1
"2633",7.7,83,93,111,20.94,33.3,1154.33,0
"2634",7.8,38,65,116,32.28,22.5,919.2,1
"2635",6.4,85,87,11,35.84,25.4,917.49,0
"2636",7.8,168,76,19,45.67,39.1,582.98,2
"2637",7.5,174,83,26,30.76,37.4,912.67,0
"2638",8.8,90,21,86,33.89,17.3,542.55,2
"2639",8.6,135,59,11,32.21,17.1,1046.67,0
"2640",8.4,139,65,36,25.12,19.6,720.57,1
"2641",6.9,93,100,86,19.1,39.2,691.08,0
"2642",6.3,127,65,114,51.48,16.5,1155.06,1
"2643",6.3,119,43,92,20.93,34.2,1102.63,0
"2644",8.9,122,98,60,17.09,22.5,997.34,1
"2645",7.3,75,65,112,56.89,25.2,662.34,2
"2646",6.8,147,66,48,23.78,32.3,933.76,1
"2647",8.1,87,88,22,18.86,33.8,809.84,1
"2648",7.9,63,72,109,37.87,26,566.25,2
"2649",6.1,118,57,104,16.32,39.2,800.36,0
"2650",7,99,45,10,31.19,18.3,808.82,2
"2651",7.1,90,95,101,45.33,35,1011.72,0
"2652",6.5,89,49,71,41.62,30.5,776.28,1
"2653",6.7,165,106,70,26.37,33.2,849.79,0
"2654",6.2,35,108,43,29.95,24.8,997.06,1
"2655",7.9,134,63,93,15.18,20,1117.33,0
